OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-NY,USGS New York Water Science Center,USGS-425327076313601,OWASCO LAKE PLATFORM,"Lake, Reservoir, Impoundment",,04140201,,,,,42.89088889000000,-76.5267500000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,011,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425330073171501,RE1949,Well,,02020003,,,,,42.89166667000000,-73.2875277800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,797,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,083,,,Ordovician System,Confined single aquifer,20020208,580,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425330073211301,RE1768,Well,,02020003,,,,,42.89166667000000,-73.3536111000000,24000,.5,seconds,Unknown.,NAD83,432,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,083,,,Sand and Gravel,,20020415,76,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425333076280501,CY 311,Well,,04140201,,,,,42.89241667000000,-76.4680000000000,24000,.1,seconds,Interpolated from MAP.,NAD83,968,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,011,,,Hamilton Group,,20021015,644,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425338077583101,GS 127,"Lake, Reservoir, Impoundment",,04130003,,,,,42.89395020000000,-77.9750089000000,24000,1,seconds,Interpolated from MAP.,NAD83,1040,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,037,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425339077253601,OT2172,Well,,04140201,,,,,42.89908330000000,-77.4354722000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,979,feet,5,feet,Interpolated from topographic map.,NGVD29,US,36,069,,,Sand and Gravel,,20090320,63,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425339078112301,GS 479,Well,,04120104,,,,,42.89525000000000,-78.1906111000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1185,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,037,,,Sonyea Formation,,20030717,45,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425341077411201,LV 847,Well,,04130003,,,,,42.89433330000000,-77.6869167000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,886,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,051,,,Hamilton Group,,20030214,100,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425342077253501,"OT 317, NY",Well,,04140201,,,,,42.89500000000000,-77.4263888900000,24000,1,minutes,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,959,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,069,,,,,,28,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425343076565501,SE1017,Well,,04140201,,,,,42.89530556000000,-76.9486944000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,482,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,099,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,20051108,45,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425352076245601,SKANEATELES LAKE NEAR HAROLD BROOK NY,"Lake, Reservoir, Impoundment",,04140201,,,,,42.89788056000000,-76.4156167000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425358073462301,DWAAS KILL SOUTH OF USHERS NY,Stream,,02020003,,,,,42.89995830000000,-73.7731777800000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,182,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,091,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425401073374601,RE2694,Well,,02020003,,,,,42.90033330000000,-73.6293333000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,182,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,083,,,Canajoharie Shale,,20040510,200,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425403076314201,OWASCO LAKE NEAR SUCKER BROOK NY,"Lake, Reservoir, Impoundment",,04140201,,,,,42.90050000000000,-76.5288611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,710,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,011,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425405076320601,EMERSON EAST PARK BEACH,"Lake, Reservoir, Impoundment",,04140201,,,,,42.90153889000000,-76.5350417000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,710,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,011,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425408076322601,EMERSON ISLAND PARK BEACH,"Lake, Reservoir, Impoundment",,04140201,,,,,42.90234167000000,-76.5407333000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,710,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,011,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425414076240901,SKANEATELES LAKE SITE 3,"Lake, Reservoir, Impoundment",,04140201,,,,,42.90398056000000,-76.4024000000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425424078294802,E1904,Well,,04120104,,,,,42.90419444000000,-78.4981388900000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,840,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,029,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,,45,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425426076251001,SKANEATELES LAKE NEAR BENTLEY BROOK NY,"Lake, Reservoir, Impoundment",,04140201,,,,,42.90716667000000,-76.4195306000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425431073390701,RE2073,Well,,02020003,,,,,42.90861110000000,-73.6519444000000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,108,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,083,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,,49,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425435077042201,OT2080,Well,,04140201,,,,,42.90844444000000,-77.0730277800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,725,feet,5,feet,Interpolated from topographic map.,NGVD29,US,36,069,,,Hamilton Group,,20071119,70,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425437078001601,GS 289,Well,,04130003,,,,,42.91036110000000,-78.0045278000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1017,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,037,,,Sonyea Formation,,19990101,50,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425439073435201,SA2083,Well,,02020003,,,,,42.91083330000000,-73.7311111000000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,295,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,091,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,,76,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425455073452901,SA4083,Well,,02020003,,,,,42.91527778000000,-73.7580556000000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,187,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,091,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,,27,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425457073521001,"SA9518, NY",Well,,02020003,,,,,42.91594444000000,-73.8695000000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,267,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,091,,,,,20200103,45.5,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425502076234701,"OD3023, NY",Well,,04140201,,,,,42.91713889000000,-76.3964722000000,,1,minutes,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,916,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,067,,,,,20200522,400,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425505076110401,OD1839,Well,,04140201,,,,,42.91812218000000,-76.1840928000000,24000,1,seconds,Interpolated from MAP.,NAD83,640,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,067,Other aquifers,,"Silurian, Upper",,,490,ft,547,ft,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425505076110402,OD1843,Well,,04140201,,,,,42.91812218000000,-76.1840928000000,24000,1,seconds,Interpolated from MAP.,NAD83,640,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425505077531001,LV 541,Well,,04130003,,,,,42.91841667000000,-77.8847222000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,758,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,051,,,Sand and Gravel,,20051201,69,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425505078121101,GS 624,Well,,04120104,,,,,42.91750000000000,-78.2016388900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,942,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,037,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,20050526,65,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425506076062401,OD1870,Well,,04140201,,,,,42.91833330000000,-76.1063611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1117,feet,5,feet,Interpolated from topographic map.,NGVD29,US,36,067,,,Hamilton Group,,20060331,247,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425508078153701,GS1162,Well,,04120104,,,,,42.91891667000000,-78.2603056000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1067,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,037,,,Genesee Formation,,20130906,67,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425512076252401,SKANEATELES LAKE SITE 2,"Lake, Reservoir, Impoundment",,04140201,,,,,42.91993056000000,-76.4232667000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425519076065801,OD 818,Well,,04140201,,,,,42.92194444000000,-76.1160277800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1125,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,067,,,Sand and Gravel,,20020114,86,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425526075505601,M 136,Well,,04140202,,,,,42.92395570000000,-75.8485246000000,24000,5,seconds,Interpolated from MAP.,NAD83,1205,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,053,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425530076243101,SKANEATELES LAKE NEAR SHOTWELL BROOK NY,"Lake, Reservoir, Impoundment",,04140201,,,,,42.92513056000000,-76.4086972000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425540074384801,OTSQUAGO CREEK NEAR FORT PLAIN NY,Stream,,02020004,,,,,42.92770830000000,-74.6466972000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,057,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425545074574901,HE1302,Well,,02020004,,,,,42.92925000000000,-74.9635833000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1563,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,043,,,Bedrock,,20030910,130,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425545076254001,SKANEATELES LAKE NEAR ONE MILE CREEK NY,"Lake, Reservoir, Impoundment",,04140201,,,,,42.92926667000000,-76.4278972000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425546077280401,OT1864,Well,,04140201,,,,,42.92916667000000,-77.4680277800000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,904,feet,5,feet,Interpolated from topographic map.,NGVD29,US,36,069,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,20050830,108,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425549074030501,"SN 758, NY",Well,,02020004,,,,,42.93019444000000,-74.0514722000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,697,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,093,,,,,,300,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425550074330701,MT 406,Well,,02020004,,,,,42.93044444000000,-74.5516388900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,785,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,057,New York and New England carbonate-rock aquifers,,Beekmantown Group,Confined multiple aquifers,19330101,815,ft,815,ft,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425552075224901,OE1468,Well,,02020004,,,,,42.92861110000000,-75.3815556000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1201,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,065,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,19920101,49,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425553075283501,M 309,Well,,02020004,,,,,42.93162220000000,-75.4765388900000,24000,Unknown,Unknown,Unknown.,NAD83,1030,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,053,,,,,,57,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425553075283601,M 281,Well,,02020004,,,,,42.93163889000000,-75.4763888900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1020,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,053,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,Unconfined single aquifer,,56,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425600077696001,LV 329,Well,,04130002,,,,,42.54513889000000,-77.6266944000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1355,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,051,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425605073430101,SA3290,Well,,02020003,,,,,42.93472220000000,-73.7169444000000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,348,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,091,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,,104,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425606074372001,"MT1326, NY",Well,,02020004,,,,,42.93508330000000,-74.6221111000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,308,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,057,,,,,,32.15,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425606076251601,SKANEATELES LAKE PLATFORM,"Lake, Reservoir, Impoundment",,04140201,,,,,42.91811110000000,-76.4145556000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,860,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425614076103901,OD1841,Spring,,04140201,,,,,42.93728870000000,-76.1771480000000,24000,1,seconds,Interpolated from MAP.,NAD83,570,feet,5,feet,Interpolated from topographic map.,NGVD29,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425628076253801,SKANEATELES LAKE SITE 1,"Lake, Reservoir, Impoundment",,04140201,,,,,42.94034720000000,-76.4272806000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425635075552201,OD1900,Well,,04140202,,,,,42.94305556000000,-75.9227777800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,876,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,067,New York and New England carbonate-rock aquifers,,Cobleskill Limestone,,20041018,280,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425646074220802,MT 477,Well,,02020004,,,,,42.94618470000000,-74.3684682900000,24000,5,seconds,Interpolated from MAP.,NAD83,295,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,057,,,,,,190,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425647074221001,MT 408,Well,,02020004,,,,,42.94641667000000,-74.3689167000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,300,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,057,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,Unconfined single aquifer,,190,ft,190,ft,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425651073395801,SA3093,Well,,02020003,,,,,42.94752778000000,-73.6668888900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,229,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,091,,,Canajoharie Shale,Unconfined single aquifer,20021010,102,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425651073411701,SA4169,Well,,02020003,,,,,42.94750000000000,-73.6880556000000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,317,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,091,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,,70,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425654075552301,"OD 710, NY",Well,,04140202,,,,,42.94847220000000,-75.9231111000000,,1,minutes,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,809,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,067,,,,,20000713,180,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425710074351001,"MT1055, NY",Well,,02020004,,,,,42.95283330000000,-74.5862222000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,684,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,057,,,,,,240,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425716077254501,OT1921,Well,,04140201,,,,,42.95413889000000,-77.4345833000000,24000,.1,seconds,Interpolated from MAP.,NAD83,711,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,069,,,Onondaga Limestone,,20060515,140,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425721076192701,OD1863,Spring,,04140201,,,,,42.95588889000000,-76.3241667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1017,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425747075144501,OE1462,Well,,02020004,,,,,42.96305556000000,-75.2455833000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1045,feet,5,feet,Interpolated from topographic map.,NGVD29,US,36,065,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,Confined single aquifer,19890101,87,ft,95,ft,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425748075255201,OE1769,Well,,02020004,,,,,42.96333330000000,-75.4311111000000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1003,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,065,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,,227,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425749078421101,E2642,Well,,04120104,,,,,42.96361110000000,-78.7029444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,216,feet,1,feet,Interpolated from topographic map.,NGVD29,US,36,029,New York and New England carbonate-rock aquifers,,Camillus Shale,,20050929,160,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425750078005001,GS 617,Well,,04130003,,,,,42.96405556000000,-78.0131111000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,905,feet,5,feet,Interpolated from topographic map.,NGVD29,US,36,037,,,Hamilton Group,,20040513,65,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425751077000401,OT2355,Well,,04140201,,,,,42.96430556000000,-77.0008611000000,24000,.1,seconds,Interpolated from MAP.,NAD83,525,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,069,,,Clinton Group,,20120427,70,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425757073575201,SA2198,Well,,02020004,,,,,42.96583330000000,-73.9645000000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,571,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,091,,,Canajoharie Shale,Unconfined single aquifer,20010509,150,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425800076132401,OD2090,Well,,04140201,,,,,42.96686110000000,-76.2276388900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1000,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,067,,,Hamilton Group,,20080423,360,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425800078040001,WO 349,Well,,04130002,,,,,42.56536110000000,-78.0441667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1208,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,121,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,,32,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425804076473901,SE 794,Well,,04140201,,,,,42.96780556000000,-76.7942777800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,500,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,099,,,Bertie Limestone,,20020425,40.0,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425822076081601,OD1838,Spring,,04140201,,,,,42.97281620000000,-76.1373687000000,24000,.1,seconds,Interpolated from MAP.,NAD83,480,feet,5,feet,Interpolated from topographic map.,NGVD29,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425824075140101,OE1463,Well: Collector or Ranney type well,,02020004,,,,,42.97336110000000,-75.2331388900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1080,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,065,Sand and gravel aquifers (glaciated regions),,"Ice-Contact Deposits, Pleistocene",Unconfined single aquifer,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425825077422201,MO 1667,Well,,04130003,,,,,42.96738330000000,-77.7063361000000,24000,.1,seconds,Interpolated from MAP.,NAD83,584,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,055,,,Sand and Gravel,,20070524,39,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425833076583101,OT1400,Well,,04140201,,,,,42.97591667000000,-76.9753583000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,491,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,069,,,Bedrock,,,38,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425839076081801,OD1842,Spring,,04140201,,,,,42.97756619000000,-76.1378686800000,24000,.1,seconds,Interpolated from MAP.,NAD83,460,feet,5,feet,Interpolated from topographic map.,NGVD29,US,36,067,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425846077494501,LV1269,Well,,04130003,,,,,42.97966667000000,-77.8293306000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,649,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,051,,,Till,,20091006,33,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425854073463101,SA4346,Well,,02020003,,,,,42.97666667000000,-73.7751667000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,265,feet,5,feet,Interpolated from topographic map.,NGVD29,US,36,091,,,Canajoharie Shale,,20041216,86,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425854075285701,OE3623,Well,,04140202,,,,,42.98172220000000,-75.4825556000000,24000,1,seconds,Interpolated from MAP.,NAD83,1221,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,065,,,Helderberg Group,,20120522,84,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-425855075512201,"M 491, NY",Well,,04140202,,,,,42.98194444000000,-75.8560000000000,,1,minutes,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1145,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,053,,,,,20001030,82,ft,,,NWIS
