Flow,Monitoring Set,Monitoring Location,Date,Analyte,Value,Unit,Test Location,Remarks
Base Flow,Cayuga Inlet,Station Road by Buttermilk Group,"Mar 29, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.025,mg/L,Lab,
Base Flow,Cayuga Inlet,FCC Tributary at Spencer Rd.,"Mar 29, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.338,mg/L,Lab,
Base Flow,Fall Creek,Lafayette Road,"Apr 02, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.935,mg/L,Lab,
Base Flow,Fall Creek,McLean Bridge,"Apr 02, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,1.33,mg/L,Lab,
Base Flow,Fall Creek,Fall Creek Freeville,"Apr 02, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,1.27,mg/L,Lab,
Base Flow,Fall Creek,Champlin Road Culvert,"Apr 02, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,5.72,mg/L,Lab,
Base Flow,Fall Creek,Tillotson Road Culvert,"Apr 02, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,5.28,mg/L,Lab,
Base Flow,Fall Creek,Dryden and Freeville Sewage Treatment Plant Outfall,"Apr 02, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,2.02,mg/L,Lab,
Base Flow,Stewart Park,Fall Creek Mouth,"Apr 26, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.552,mg/L,Lab,
Base Flow,Stewart Park,Sanctuary Stream,"May 24, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.228,mg/L,Lab,
Base Flow,Stewart Park,Fall Creek Mouth,"May 24, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.596,mg/L,Lab,
Base Flow,Direct Streams,Dean\s Creek Sherwood,"Nov 16, 2011",Nitrate-+Nitrite-Nitrogen (as N) ,5.13,mg/L,Lab,""
Base Flow,Direct Streams,Dean\s Creek Dublin Hill,"Nov 16, 2011",Nitrate-+Nitrite-Nitrogen (as N) ,4.0,mg/L,Lab,""
Base Flow,Stewart Park,Sanctuary Stream,"Jul 26, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.213,mg/L,Lab,
Base Flow,Six Mile Creek,Brooktondale GW,"May 29, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.148,mg/L,Lab,
Base Flow,Stewart Park,Fall Creek Mouth,"Jul 26, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.095,mg/L,Lab,
Base Flow,Cayuga Inlet,Merwin\s Creek ,"Mar 29, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,1.61,mg/L,Lab,
Base Flow,Stewart Park,Cayuga Lake Shore,"Jul 26, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.005,mg/L,Lab,non-detect
Base Flow,Virgil Creek,Spring House Bridge,"Jun 11, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.603,mg/L,Lab,
Base Flow,Virgil Creek,Virgil Creek Road,"Jun 11, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.895,mg/L,Lab,
Base Flow,Virgil Creek,Dryden Lake Outlet,"Jun 11, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.135,mg/L,Lab,
Base Flow,Fall Creek,Davis Road Bridge,"Jun 11, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.901,mg/L,Lab,
Base Flow,Fall Creek,Fall Creek Freeville,"Jun 11, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.775,mg/L,Lab,
Base Flow,Fall Creek,Freese Road Bridge,"Jun 11, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.495,mg/L,Lab,
Base Flow,Fall Creek,Cayuga Street Bridge,"Jun 11, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.511,mg/L,Lab,
Base Flow,Fall Creek,Tillotson Road Culvert,"Jun 11, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,4.13,mg/L,Lab,
Base Flow,Fall Creek,Como Lake Outlet,"Jun 11, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.545,mg/L,Lab,
Base Flow,Fall Creek,McLean Rd.,"Jun 11, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,1.44,mg/L,Lab,
Base Flow,Cayuga Inlet,Depot Road (Newfield),"Jul 12, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.555,mg/L,Lab,
Base Flow,Cayuga Inlet,Upstream of Dam,"Jul 12, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.355,mg/L,Lab,
Base Flow,Cayuga Inlet,Station Road by Newfield Group,"Jul 12, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.029,mg/L,Lab,
Base Flow,Cayuga Inlet,Buttermilk Crk - Jennings Pnd,"Jul 12, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.035,mg/L,Lab,
Base Flow,Cayuga Inlet,Buttermilk Creek Mouth,"Jul 12, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.012,mg/L,Lab,
Base Flow,Cayuga Inlet,Flood Control Channel at Wegman\s,"Jul 12, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.084,mg/L,Lab,
Base Flow,Cayuga Inlet,Route 89,"Jul 12, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.131,mg/L,Lab,
Base Flow,Cayuga Inlet,Cascadilla Creek Mouth,"Jul 12, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.069,mg/L,Lab,
Base Flow,Cayuga Inlet,Cass Park,"Jul 12, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.191,mg/L,Lab,
Base Flow,Cayuga Inlet,Cherry and Taber St,"Jul 12, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.079,mg/L,Lab,
Base Flow,Cayuga Inlet,Farmers\ Market,"Jul 12, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.166,mg/L,Lab,
Base Flow,Cayuga Inlet,FCC Tributary at Spencer Rd.,"Jul 12, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.293,mg/L,Lab,
Base Flow,Virgil Creek,Dryden Lake Park,"Jun 11, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.013,mg/L,Lab,
Base Flow,Fall Creek,Lafayette Road,"Jun 11, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.749,mg/L,Lab,
Base Flow,Fall Creek,McLean Bridge,"Jun 11, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,1.14,mg/L,Lab,
Base Flow,Fall Creek,Champlin Road Culvert,"Jun 11, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,2.85,mg/L,Lab,
Base Flow,Cayuga Inlet,Blakeslee Hill,"Jul 12, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.079,mg/L,Lab,
Base Flow,Cayuga Inlet,Brown Road,"Jul 12, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.103,mg/L,Lab,
Base Flow,Cayuga Inlet,Buttermilk Crk (upstream),"Jul 12, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.032,mg/L,Lab,
Base Flow,Cayuga Inlet,Enfield Creek at Enfield Center,"Jul 12, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.528,mg/L,Lab,
Base Flow,Cayuga Inlet,Enfield Creek at Upper Treman,"Jul 12, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.06,mg/L,Lab,
Base Flow,Cayuga Inlet,Enfield Creek near Mouth,"Jul 12, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.036,mg/L,Lab,
Base Flow,Cayuga Inlet,Lickbrook at W. Jersey Hill ,"Jul 12, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.219,mg/L,Lab,
Base Flow,Cayuga Inlet,Flood Control Channel Esty St,"Jul 12, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.114,mg/L,Lab,
Base Flow,Cayuga Inlet,Station Road by Buttermilk Group,"Jul 12, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.023,mg/L,Lab,
Base Flow,Virgil Creek,Virgil Creek Freeville,"Jun 11, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.479,mg/L,Lab,
Base Flow,Direct Streams,Paines Creek Rafferty Road,"Jun 20, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,10.4,mg/L,Lab,
Base Flow,Direct Streams,Paines Creek Mouth,"Jun 20, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,10.2,mg/L,Lab,
Base Flow,Direct Streams,Dean\s Creek Sherwood,"Jun 20, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,9.56,mg/L,Lab,
Base Flow,Direct Streams,Dean\s Creek Dublin Hill,"Jun 20, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,10.0,mg/L,Lab,
Base Flow,Direct Streams,Mill Creek Mouth,"Jun 20, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,20.4,mg/L,Lab,
Base Flow,Direct Streams,Lake Ridge Creek,"Jun 20, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,31.9,mg/L,Lab,
Base Flow,Direct Streams,Town Line Creek Mouth,"Jun 20, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,20.6,mg/L,Lab,
Base Flow,Direct Streams,Town Line Creek Lake Rd,"Jun 20, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,18.6,mg/L,Lab,
Base Flow,Direct Streams,Mill Creek Belltown Rd,"Jun 20, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,18.7,mg/L,Lab,
Base Flow,Direct Streams,Paines Creek Tributary,"Jun 20, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,11.7,mg/L,Lab,
Base Flow,Direct Streams,Paines Creek Moonshine,"Jun 20, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,8.34,mg/L,Lab,
Base Flow,Direct Streams,Mill Creek Atwater Rd,"Jun 20, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,19.4,mg/L,Lab,
Base Flow,Direct Streams,Mill Creek Tributary Lake Rd,"Jun 20, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,23.7,mg/L,Lab,
Base Flow,Direct Streams,Dean\s Creek at 34B,"Jun 20, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,5.7,mg/L,Lab,
Base Flow,Direct Streams,Dean\s Creek Mouth,"Jun 20, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,8.73,mg/L,Lab,
Base Flow,Cayuga Lake,Cayuga Lake near Mouth of Salmon Creek,"Jul 19, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.76,mg/L,Lab,
Base Flow,Cayuga Lake,Cayuga Lake North of Myers Point (H),"Jul 19, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,1.13,mg/L,Lab,
Base Flow,Cayuga Lake,Middle of Lake Opposite Mouth of Salmon Creek (E),"Jul 19, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.731,mg/L,Lab,
Base Flow,Cayuga Lake,Lake Source Cooling Outfall,"Jul 19, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.793,mg/L,Lab,
Base Flow,Cayuga Lake,Cayuga Heights Sewage Outfall,"Jul 19, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.982,mg/L,Lab,
Base Flow,Cayuga Lake,Middle of Lake Opposite Mouth of Salmon Creek (H),"Jul 19, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,1.23,mg/L,Lab,
Base Flow,Cayuga Lake,Middle of Shallow Southern Shelf,"Jul 19, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.815,mg/L,Lab,
Base Flow,Cayuga Lake,Ithaca Sewage Outfall,"Jul 19, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,1.16,mg/L,Lab,
Base Flow,Six Mile Creek,German Cross Road,"Jul 31, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.028,mg/L,Lab,
Base Flow,Six Mile Creek,Horse Farm,"Jul 31, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.01,mg/L,Lab,
Base Flow,Six Mile Creek,Boiceville,"Jul 31, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.26,mg/L,Lab,
Base Flow,Six Mile Creek,Barrile Site,"Jul 31, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.329,mg/L,Lab,
Base Flow,Six Mile Creek,Plain Street,"Jul 31, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.089,mg/L,Lab,
Base Flow,Six Mile Creek,Wildflower Preserve,"Jul 31, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.095,mg/L,Lab,
Base Flow,Six Mile Creek,Beaver Creek,"Jul 31, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.148,mg/L,Lab,
Base Flow,Six Mile Creek,Brooktondale,"Jul 31, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.123,mg/L,Lab,
Base Flow,Six Mile Creek,Six Hundred Rd,"Jul 31, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.123,mg/L,Lab,
Base Flow,Six Mile Creek,Midline Rd,"Jul 31, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.308,mg/L,Lab,
Base Flow,Six Mile Creek,Irish Settlement Rd,"Jul 31, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.005,mg/L,Lab,non-detect
Base Flow,Cayuga Lake,Cayuga Lake near Mouth of Salmon Creek,"Aug 30, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.69,mg/L,Lab,
Base Flow,Cayuga Lake,Cayuga Lake North of Myers Point (E),"Aug 30, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.69,mg/L,Lab,
Base Flow,Cayuga Lake,Cayuga Lake North of Myers Point (H),"Aug 30, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,1.14,mg/L,Lab,
Base Flow,Cayuga Lake,Middle of Lake Opposite Mouth of Salmon Creek (E),"Aug 30, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.7,mg/L,Lab,
Base Flow,Cayuga Lake,Middle of Lake Opposite Mouth of Salmon Creek (H),"Aug 30, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,1.14,mg/L,Lab,
Base Flow,Cayuga Lake,Middle of Shallow Southern Shelf,"Aug 30, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.7,mg/L,Lab,
Base Flow,Cayuga Lake,Lake Source Cooling Outfall,"Aug 30, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.88,mg/L,Lab,
Base Flow,Cayuga Lake,Cayuga Heights Sewage Outfall,"Aug 30, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,1.36,mg/L,Lab,
Base Flow,Cayuga Lake,Ithaca Sewage Outfall,"Aug 30, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,1.39,mg/L,Lab,
Base Flow,Fall Creek,Lafayette Road,"Sep 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.572,mg/L,Lab,
Base Flow,Fall Creek,Davis Road Bridge,"Sep 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.548,mg/L,Lab,
Base Flow,Fall Creek,McLean Bridge,"Sep 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,1.001,mg/L,Lab,
Base Flow,Fall Creek,Cayuga Street Bridge,"Sep 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.08,mg/L,Lab,
Base Flow,Fall Creek,Dryden and Freeville Sewage Treatment Plant Outfall,"Sep 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,1.337,mg/L,Lab,
Base Flow,Fall Creek,Como Lake Outlet,"Sep 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.156,mg/L,Lab,
Base Flow,Fall Creek,McLean Rd.,"Sep 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.952,mg/L,Lab,
Base Flow,Virgil Creek,Spring House Bridge,"Sep 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.341,mg/L,Lab,
Base Flow,Virgil Creek,Virgil Creek Freeville,"Sep 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.092,mg/L,Lab,
Base Flow,Virgil Creek,Dryden Lake Park,"Sep 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.151,mg/L,Lab,
Base Flow,Six Mile Creek,Gasline,"Jul 31, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.038,mg/L,Lab,
Base Flow,Six Mile Creek,Banks Road,"Jul 31, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.025,mg/L,Lab,
Base Flow,Fall Creek,Fall Creek Freeville,"Sep 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.043,mg/L,Lab,
Base Flow,Fall Creek,Freese Road Bridge,"Sep 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.507,mg/L,Lab,
Base Flow,Virgil Creek,Virgil Creek Road,"Sep 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,2.056,mg/L,Lab,
Base Flow,Virgil Creek,Dryden Lake Outlet,"Sep 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.24,mg/L,Lab,
Base Flow,Stewart Park,Sanctuary Stream,"Sep 27, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.122,mg/L,Lab,
Base Flow,Stewart Park,Fall Creek Mouth,"Sep 27, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.058,mg/L,Lab,
Base Flow,Stewart Park,Visitor\s Center,"Sep 27, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.071,mg/L,Lab,
Base Flow,Stewart Park,Cayuga Lake Shore,"Sep 27, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.014,mg/L,Lab,
Base Flow,Cayuga Lake,Cayuga Lake North of Myers Point (E),"Jul 19, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.753,mg/L,Lab,
Base Flow,Stewart Park,Visitor\s Center,"Aug 23, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.04,mg/L,Lab,
Base Flow,Stewart Park,Cayuga Lake Shore,"Aug 23, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.0235,mg/L,Lab,
Base Flow,Stewart Park,Sanctuary Stream,"Aug 23, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.035,mg/L,Lab,
Base Flow,Stewart Park,Fall Creek Mouth,"Aug 23, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.12,mg/L,Lab,
Base Flow,Six Mile Creek,German Cross Road,"Dec 04, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.223,mg/L,Lab,
Base Flow,Six Mile Creek,Beaver Creek,"Dec 04, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.035,mg/L,Lab,
Base Flow,Six Mile Creek,Brooktondale,"Dec 04, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.348,mg/L,Lab,
Base Flow,Six Mile Creek,Yellow Barn Road,"Dec 04, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.005,mg/L,Lab,non-detect
Base Flow,Six Mile Creek,Irish Settlement Rd,"Dec 04, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.265,mg/L,Lab,
Base Flow,Six Mile Creek,Banks Road,"Dec 04, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.235,mg/L,Lab,
Base Flow,Six Mile Creek,Brooktondale GW,"Dec 04, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.148,mg/L,Lab,
Base Flow,Six Mile Creek,Valley GW,"Dec 04, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.163,mg/L,Lab,
Base Flow,Fall Creek,Cayuga Street Bridge,"Dec 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.631,mg/L,Lab,
Base Flow,Fall Creek,McLean Rd.,"Dec 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,1.093,mg/L,Lab,
Base Flow,Virgil Creek,Spring House Bridge,"Dec 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.649,mg/L,Lab,
Base Flow,Virgil Creek,Virgil Creek Freeville,"Dec 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.751,mg/L,Lab,
Base Flow,Six Mile Creek,Plain Street,"Dec 04, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.113,mg/L,Lab,
Base Flow,Six Mile Creek,Wildflower Preserve,"Dec 04, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.147,mg/L,Lab,
Base Flow,Six Mile Creek,Horse Farm,"Dec 04, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.088,mg/L,Lab,
Base Flow,Six Mile Creek,Boiceville,"Dec 04, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.405,mg/L,Lab,
Base Flow,Six Mile Creek,Barrile Site,"Dec 04, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.268,mg/L,,
Base Flow,Six Mile Creek,Six Hundred Rd,"Dec 04, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.166,mg/L,Lab,
Base Flow,Six Mile Creek,Midline Rd,"Dec 04, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.302,mg/L,Lab,
Base Flow,Six Mile Creek,Gasline,"Dec 04, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.22,mg/L,Lab,
Base Flow,Fall Creek,Lafayette Road,"Dec 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.867,mg/L,,
Base Flow,Fall Creek,Davis Road Bridge,"Dec 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,1.136,mg/L,Lab,
Base Flow,Fall Creek,McLean Bridge,"Dec 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,1.054,mg/L,Lab,
Base Flow,Fall Creek,Fall Creek Freeville,"Dec 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.753,mg/L,Lab,
Base Flow,Fall Creek,Freese Road Bridge,"Dec 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.647,mg/L,Lab,
Base Flow,Fall Creek,Champlin Road Culvert,"Dec 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,4.682,mg/L,Lab,
Base Flow,Fall Creek,Como Lake Outlet,"Dec 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.995,mg/L,Lab,
Base Flow,Virgil Creek,Virgil Creek Road,"Dec 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.724,mg/L,Lab,
Base Flow,Virgil Creek,Dryden Lake Outlet,"Dec 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.474,mg/L,Lab,
Base Flow,Virgil Creek,Dryden Lake Park,"Dec 10, 2012",Nitrate-+Nitrite-Nitrogen (as N) ,0.462,mg/L,Lab,
Base Flow,Virgil Creek,Dryden Lake Outlet,"Mar 11, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,0.727,mg/L,Lab,
Base Flow,Virgil Creek,Virgil Creek Road,"Mar 11, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,0.928,mg/L,Lab,
Base Flow,Virgil Creek,Dryden Lake Park,"Mar 11, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,0.61,mg/L,Lab,
Base Flow,Fall Creek,Lafayette Road,"Mar 11, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,1.55,mg/L,Lab,
Base Flow,Fall Creek,Davis Road Bridge,"Mar 11, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,2.23,mg/L,Lab,
Base Flow,Fall Creek,McLean Bridge,"Mar 11, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,2.06,mg/L,Lab,
Base Flow,Fall Creek,Fall Creek Freeville,"Mar 11, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,1.76,mg/L,Lab,
Base Flow,Fall Creek,Champlin Road Culvert,"Mar 11, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,7.3,mg/L,Lab,
Base Flow,Fall Creek,Tillotson Road Culvert,"Mar 11, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,7.16,mg/L,Lab,
Base Flow,Fall Creek,Dryden and Freeville Sewage Treatment Plant Outfall,"Mar 11, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,3.28,mg/L,Lab,
Base Flow,Virgil Creek,Virgil Creek Freeville,"Mar 11, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,1.33,mg/L,Lab,
Base Flow,Fall Creek,Freese Road Bridge,"Mar 11, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,1.41,mg/L,Lab,
Base Flow,Fall Creek,Cayuga Street Bridge,"Mar 11, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,1.27,mg/L,Lab,
Base Flow,Fall Creek,McLean Rd.,"Mar 11, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,2.15,mg/L,Lab,
Base Flow,Virgil Creek,Spring House Bridge,"Mar 11, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,0.943,mg/L,Lab,
Base Flow,Cayuga Inlet,Brown Road,"Apr 04, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,0.342,mg/L,Lab,
Base Flow,Cayuga Inlet,Blakeslee Hill,"Apr 04, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,0.18,mg/L,Lab,
Base Flow,Cayuga Inlet,Buttermilk Crk (upstream),"Apr 04, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,0.571,mg/L,Lab,
Base Flow,Cayuga Inlet,Buttermilk Crk - Jennings Pnd,"Apr 04, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,0.005,mg/L,Lab,non-detect
Base Flow,Cayuga Inlet,Buttermilk Creek Mouth,"Apr 04, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,0.404,mg/L,Lab,
Base Flow,Cayuga Inlet,Enfield Creek at Enfield Center,"Apr 04, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,0.878,mg/L,Lab,
Base Flow,Cayuga Inlet,Coy Glen near Mouth,"Apr 04, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,0.678,mg/L,Lab,
Base Flow,Cayuga Inlet,Flood Control Channel at Wegman\s,"Apr 04, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,0.238,mg/L,Lab,
Base Flow,Cayuga Inlet,Flood Control Channel Esty St,"Apr 04, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,0.076,mg/L,Lab,
Base Flow,Cayuga Inlet,Station Road by Buttermilk Group,"Apr 04, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,0.005,mg/L,Lab,non-detect
Base Flow,Cayuga Inlet,Cass Park,"Apr 04, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,0.104,mg/L,Lab,
Base Flow,Cayuga Inlet,Cherry and Taber St,"Apr 04, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,0.523,mg/L,Lab,
Base Flow,Cayuga Inlet,Farmers\ Market,"Apr 04, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,0.117,mg/L,Lab,
Base Flow,Cayuga Inlet,FCC Tributary at Spencer Rd.,"Apr 04, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,0.116,mg/L,Lab,
Base Flow,Cayuga Inlet,Upstream of Dam,"Apr 04, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,0.926,mg/L,Lab,
Base Flow,Cayuga Inlet,Station Road by Newfield Group,"Apr 04, 2013",Nitrate-+Nitrite-Nitrogen (as N) ,0.005,mg/L,Lab,non-detect
